uniform_1 uniform_2 uniform_10 uniform_100 exp_1 exp_2 exp_10 exp_100 CL_1 CL_2 CL_10 CL_100
0.600764 0.361112 0.401003 0.523004 1.42851 0.857307 0.694189 0.949783 0.332692 1.07969 -0.822556 -0.25002
0.217754 0.534055 0.466726 0.493144 0.676384 0.631876 1.22439 0.970774 1.5951 3.88187 -0.405972 1.38505
0.656883 0.368943 0.588425 0.487782 0.618139 0.322205 1.04536 0.841704 5.11092 -0.914226 -0.979327 0.743543
0.922575 0.416154 0.645308 0.523458 1.86268 1.27707 0.408718 0.852809 0.216938 -7.86072 -6.38855 -0.682259
0.7917 0.0749465 0.488477 0.529394 1.0575 0.148922 0.747899 1.09542 -11.9653 -1.13186 -1.11393 -4.87824
0.692785 0.407837 0.429751 0.504709 0.914535 1.57871 0.852886 1.00358 -0.0867174 -1.25566 -1.77449 -0.217601
0.597643 0.288851 0.357925 0.471142 1.15923 1.07983 0.765783 1.05644 3.95051 -0.267729 -10.5901 3.81159
0.637082 0.315785 0.397699 0.485642 2.72327 0.664812 0.610977 0.991645 -0.778161 -3.90731 2.59775 -0.25122
0.310417 0.484926 0.307639 0.508523 0.723657 0.463687 0.777861 0.949515 -0.395108 -0.300737 -1.21323 0.918205
0.201336 0.563784 0.587542 0.452834 0.857795 0.349028 0.652918 1.09051 -0.736996 0.934371 -1.04107 -0.43242
0.813658 0.199313 0.431913 0.565794 1.57699 0.852478 0.549653 0.850742 -3.28282 2.1433 -4.46959 0.206679
0.807907 0.477102 0.555121 0.515536 0.743926 2.84759 1.02774 1.02385 -1.33505 -1.5383 -0.296183 -0.721078
0.410739 0.362071 0.449467 0.509797 0.457799 0.652239 1.74473 1.10408 37.2003 6.46283 0.0742658 0.633193
0.744154 0.417538 0.620396 0.518295 0.424591 1.19024 1.12472 1.05513 0.700118 0.137726 2.51524 0.712731
0.0252109 0.797615 0.429053 0.513073 0.127955 0.503668 0.493127 1.00351 -4.34386 -0.694843 -0.00674498 -0.243637
0.798541 0.666194 0.683708 0.536861 0.619393 0.685546 1.73737 1.17555 0.56689 -0.504902 -27.7896 2.99397
0.375257 0.514724 0.50319 0.515497 1.45007 1.8463 0.62634 0.889696 1.08362 -0.218516 -0.953344 35.4503
0.448546 0.9363 0.541602 0.531494 2.75204 0.677838 1.13667 1.06093 -0.306774 -6.3859 -1.25235 -12.2689
0.568518 0.7855 0.528379 0.527578 0.0654071 1.66204 0.60855 0.925373 -0.966798 -0.550826 0.177683 1.06718
0.0587981 0.787808 0.415051 0.524775 0.167425 0.154369 1.03738 0.906813 -0.033062 0.237015 -0.874742 0.748313
0.194164 0.282082 0.751106 0.507658 0.644522 0.89055 0.938254 1.10245 0.0743182 -0.961072 4.79361 9.74727
0.322393 0.462826 0.382082 0.483275 1.21411 0.98959 1.27396 1.04556 -0.958676 -1.08837 -0.540522 0.164204
0.912028 0.381438 0.536416 0.535218 2.92773 1.01734 0.718634 0.968237 0.92901 -1.70089 -3.77669 3.03338
0.534796 0.456013 0.39554 0.560786 0.24436 2.11049 1.01492 1.04551 -3.81526 3.76398 0.2196 4.79117
0.552258 0.235322 0.596812 0.464626 1.82743 1.4869 0.712561 1.13555 2.5737 0.497874 0.877314 -0.180242
0.144423 0.393991 0.55725 0.439754 1.4644 0.422767 0.728619 0.970129 -0.726236 21.939 0.46276 -2.57711
0.999604 0.241377 0.557342 0.547057 0.0813934 0.759401 1.09512 1.03676 1.20305 0.590841 -0.77418 0.209898
0.599474 0.39791 0.470135 0.468366 1.32904 2.43538 0.71114 0.975625 -3.11926 0.845311 -18.4047 0.171625
0.166635 0.295286 0.315797 0.509965 1.06157 1.16109 0.996611 0.995749 0.807457 -2.84084 -72.6862 -0.378603
0.719636 0.270649 0.512604 0.481541 1.24495 1.20792 1.38858 0.989187 -60.2292 -4.39746 -0.693516 1.12924
0.278159 0.700722 0.572752 0.493051 0.104614 0.377917 1.02632 1.07246 -2.14143 1.89258 -0.0522696 0.00786842
0.190792 0.515633 0.555522 0.496873 1.72992 1.43489 0.70586 1.12031 0.897544 -1.33014 1.18334 2.6787
0.684516 0.581811 0.552155 0.483449 0.186202 2.05472 0.923558 1.01054 2.29863 1.21401 1.35055 -0.165434
0.986239 0.476079 0.555574 0.519065 0.941302 1.25019 1.11403 0.936283 11.004 -1.9514 -1.12378 -0.565371
0.685361 0.388739 0.440443 0.48376 3.21727 0.174999 1.34019 1.08325 -6.34085 0.804533 1.28193 0.0274628
0.160429 0.247676 0.525937 0.544225 0.68641 0.692669 1.41125 1.20473 -1.84852 -0.361907 0.941415 -0.688182
0.85724 0.70809 0.419609 0.484441 2.56576 1.81314 1.24653 0.847447 -2.88236 0.563221 0.842582 13.262
0.78405 0.0387863 0.622332 0.483736 0.260451 0.68869 0.493423 0.931818 1.53677 30.156 1.25932 -0.855509
0.629827 0.722634 0.708943 0.501442 0.422794 0.269243 0.693627 1.05884 0.777674 6.2428 0.0704783 -0.623671
0.589592 0.170361 0.537897 0.505542 1.98813 0.233293 1.29455 0.966214 1.68496 -0.381124 1.12553 -1.60841
0.79305 0.177935 0.646796 0.49915 1.11347 0.996202 1.08504 0.972686 -1.28067 -1.79676 -0.973567 -36.2051
0.954588 0.753653 0.442699 0.540767 0.331182 0.25849 0.895824 0.851878 -15.2399 -0.396203 0.177179 -0.54223
0.753871 0.347438 0.545114 0.517661 0.160014 0.76499 1.1085 0.886766 1.48204 1.68489 0.907897 -3.50244
0.756783 0.41977 0.64418 0.525508 0.902911 0.393324 1.29254 1.07122 -2.11372 0.234215 0.90997 0.161798
0.216792 0.600843 0.395966 0.484439 1.65283 0.419015 1.18014 1.2395 14.9197 -9.49461 -0.0640728 -1.1621
0.967109 0.172479 0.434321 0.531939 1.14295 1.28081 0.723943 1.13497 -0.266546 -3.14868 0.576178 -0.0316416
0.658249 0.347077 0.427554 0.518659 2.25841 0.483008 0.91392 1.03593 0.682093 0.0501236 -4.4053 -0.37089
0.187619 0.286442 0.617008 0.453855 1.03116 0.312036 1.30788 0.894596 -0.735815 53.2786 1.39071 -7.15946
0.00684226 0.488241 0.453638 0.484248 1.49738 0.454886 1.41631 0.984152 -0.0873131 -1.45678 6.52043 -0.407049
0.735677 0.607671 0.596995 0.531783 0.482455 0.117657 1.27118 0.916509 0.393458 1.07563 1.16391 -1.64226
0.889014 0.421952 0.522494 0.52035 1.26257 1.0142 1.15435 0.998073 -4.50706 -2.13191 -13.8101 0.932292
0.827869 0.470221 0.477187 0.521027 2.50342 0.32526 0.680475 1.12429 -1.92865 -0.1442 -7.0042 -0.731078
0.23492 0.625599 0.626351 0.484691 0.838598 0.344972 0.603739 1.09216 -0.189492 -6.6941 -6.40696 2.14904
0.649678 0.715359 0.54482 0.471952 0.0808875 0.840599 0.911141 0.910286 -1.82757 0.382508 6.33518 1.74149
0.406988 0.431439 0.497956 0.502812 0.898369 0.856921 0.766658 0.782965 1.76977 1.80745 -1.9436 14.1683
0.812932 0.648669 0.409099 0.447006 0.990656 1.07843 0.68524 0.973731 0.778039 -1.09393 -4.47464 -1.69469
0.618182 0.433254 0.272238 0.487547 0.218651 1.15952 0.621125 1.03052 -0.487496 -1.06144 -0.000295483 -0.387883
0.179424 0.488312 0.500696 0.537217 0.482743 1.0426 0.742178 0.96768 0.375395 -2.18626 -1.37833 1.72611
0.0175081 0.771307 0.42495 0.482773 1.94832 1.98527 1.1243 0.911752 1.12378 0.306774 -1.08769 0.658786
0.921188 0.315041 0.367755 0.450384 0.645553 2.67451 0.994428 0.937838 14.1219 0.583801 5.14026 -1.65608
0.0391141 0.650023 0.569831 0.498805 1.35957 2.62271 1.10489 1.28141 0.900505 3.72999 19.477 -1.57477
0.491844 0.543871 0.315122 0.531014 0.945007 0.4727 0.777022 1.23786 -2.698 -3.22691 -0.85256 -0.994876
0.337921 0.343641 0.65284 0.497631 0.172785 0.578117 0.52039 0.866239 -1.00187 1.79766 1.52764 -1.06695
0.862804 0.323747 0.627746 0.514362 0.999192 1.00012 0.801072 0.906022 -8.33135 0.143679 -0.273609 0.0864463
0.649958 0.227063 0.391912 0.501021 0.429553 0.185167 1.21032 0.879917 1.35846 -1.65415 0.366613 -0.241482
0.226768 0.324473 0.427113 0.525 0.325365 2.39885 0.41772 1.03695 0.993572 -0.320393 1.18271 11.7989
0.797382 0.540705 0.433677 0.534315 1.38772 0.417325 0.63484 0.87676 0.327311 0.463992 -0.347174 -0.131542
0.743289 0.22315 0.49658 0.536281 0.314619 0.492543 0.950469 1.05118 0.0457986 -7.27321 -0.028823 0.597549
0.326247 0.446286 0.649554 0.510198 0.434073 1.59909 0.410607 1.04286 -1.26292 0.786153 -1.9422 -13.298
0.506499 0.562378 0.364964 0.509133 0.723448 0.460846 0.726184 1.08324 -0.0949191 -4.09638 0.37231 1.79465
0.841196 0.676889 0.62356 0.481475 1.70527 3.51781 0.630447 0.812109 -0.237972 -10.6646 0.648704 -2.44765
0.932595 0.17532 0.565876 0.519932 0.646868 2.83875 0.743422 1.08067 7.53013 0.504207 1.44387 0.115294
0.85867 0.231873 0.547401 0.516591 0.0735865 1.66313 1.08596 1.01924 -0.0287501 2.46895 0.0582276 -0.821843
0.100921 0.85772 0.531397 0.517552 0.0598396 0.346077 1.17494 1.15948 0.844147 -0.0720017 0.478652 1.83279
0.362398 0.449606 0.537041 0.537523 1.53468 0.654942 0.834802 0.986504 4.00076 1.85256 13.3694 0.354622
0.152111 0.415471 0.589801 0.525023 2.73319 0.760326 1.24448 0.874978 1.07331 0.129569 0.282637 -2.41611
0.482963 0.471447 0.505847 0.533938 1.98717 0.851898 0.765473 0.937958 -0.647281 0.30126 2.22611 3.59914
0.824276 0.679101 0.511875 0.509547 1.03196 0.722692 0.895321 1.04904 0.688753 -7.28838 0.622009 4.30576
0.787233 0.888485 0.514402 0.525524 1.21797 0.152105 0.94431 0.999737 -1.38952 -0.163688 7.10545 -1.00195
0.756098 0.583253 0.485294 0.503209 0.576266 0.452527 0.866473 0.975166 2.97729 -783.134 -114.253 -1.54102
0.071544 0.284254 0.431755 0.53501 1.38503 0.439155 0.562721 0.796998 1.58523 1.9802 2.31041 4.56066
0.231139 0.655457 0.604463 0.530276 0.021083 2.03943 1.30763 0.750121 -0.22446 -0.519897 0.1784 -79.4322
0.0484541 0.272424 0.535456 0.45731 0.0745955 0.758812 1.40598 1.06704 1.13974 -0.810813 -3.4744 0.389076
0.229742 0.0943171 0.504701 0.539849 1.22718 0.662296 0.926652 1.07146 -0.385126 0.0876355 -2.35329 1.95534
0.694673 0.258502 0.6419 0.537731 1.46951 0.70232 0.913481 1.06026 0.63141 -5.63223 -0.0213209 0.294317
0.697495 0.761018 0.350108 0.516194 0.629575 1.28953 0.97927 0.823587 -3.59697 5.65238 -0.206803 2.36015
0.709114 0.87891 0.543552 0.50413 2.11296 0.787259 1.27923 1.06758 -0.863119 0.528193 -4.25147 -0.133593
0.0582632 0.181518 0.437644 0.507426 0.348653 1.51391 0.642498 0.9308 1.0841 0.0572577 -1.55482 1.61968
0.168223 0.232927 0.460022 0.472379 0.38642 0.638295 0.89396 1.08384 1.23458 2.63531 -0.905766 -4.65532
0.363901 0.413521 0.436465 0.496564 0.142412 0.154752 0.900356 1.04793 -2.91338 0.649269 -1.01525 -0.535904
0.0369421 0.714398 0.508772 0.542989 0.805083 0.837044 0.827456 1.03739 -0.105821 -0.413039 -5.08101 -1.18055
0.951552 0.426366 0.492084 0.510297 0.788379 1.51942 1.06233 0.963424 -4.77618 0.0418609 -0.365592 2.47079
0.723759 0.534911 0.629438 0.556084 0.0469474 1.12256 1.03972 0.973506 -0.627214 17.2125 2.23875 1.24119
0.183375 0.558796 0.386999 0.533379 1.72317 0.407708 1.008 0.98779 0.176708 2.43306 -0.0833661 -3.05143
0.131398 0.406334 0.551163 0.472317 0.795657 1.01902 0.515763 1.13024 -0.101829 365.096 -0.399314 0.149336
0.454385 0.0657204 0.358646 0.448378 0.31118 0.429227 1.35414 1.03829 -0.328402 0.279827 -1.7549 -2.09156
0.86714 0.338137 0.531225 0.51809 1.18373 0.681109 0.659449 0.921708 3.39226 -1.93211 -0.373943 -0.316114
0.615227 0.388927 0.497884 0.503795 0.345082 0.872621 0.958176 0.98521 -0.487204 -0.283515 0.243369 0.167395
0.996564 0.876609 0.56728 0.536059 0.976176 0.782384 1.49408 0.882904 -1.59094 0.541106 -0.811773 -2.56215
0.157066 0.576765 0.389303 0.514424 0.508178 1.64596 1.00944 1.05852 -0.538869 0.261026 0.656484 -38.6865
0.855953 0.908092 0.60821 0.512464 0.036102 0.307228 0.988622 1.01949 0.191563 0.117382 2.58158 2.48224
0.15183 0.760838 0.553815 0.49522 2.04558 0.808492 1.11523 0.969678 -1.95726 0.689636 -1.19171 -0.356266
0.426648 0.235593 0.372605 0.432485 0.0888743 0.669458 1.52815 0.808821 0.613631 1.84135 -0.536328 -3.51387
0.875545 0.43305 0.570477 0.498033 0.784305 0.698535 0.393242 1.02874 -1.55232 0.790448 -2.31901 -0.0740466
0.763771 0.217777 0.415023 0.471261 0.135651 1.73472 0.700423 0.840159 0.603773 -1.13185 -0.482251 1.36942
0.829172 0.408914 0.583039 0.494703 0.51159 0.566114 1.43628 0.829355 -6.29893 1.85977 -0.261104 8.57954
0.88906 0.320521 0.417616 0.476136 0.186001 1.12887 1.0831 1.17222 -1.35064 1.12207 -0.321498 -8.22899
0.529914 0.341115 0.42838 0.489282 1.26072 0.513649 1.13256 0.848035 -0.383101 1.6755 -0.212905 0.425389
0.76971 0.304994 0.404502 0.480027 0.599855 1.60668 0.656918 1.04486 3.4072 -1.02766 -0.0361465 -0.210228
0.78076 0.378439 0.382383 0.489746 0.306038 1.49867 1.35481 1.10632 0.912886 8.87792 0.660895 0.0778571
0.3837 0.549595 0.497612 0.454376 1.85538 0.418114 0.614483 1.02104 2.43096 0.354809 -3.18872 -0.948427
0.158331 0.504124 0.595076 0.53326 0.489658 0.144517 0.381972 1.02187 2.98266 -0.80145 -0.0831823 -0.590692
0.792586 0.185608 0.493342 0.491032 1.60847 0.953924 0.713587 0.901483 -1.18247 0.818364 -3.49384 -0.377463
0.531393 0.382931 0.572532 0.503288 1.10151 0.26212 1.25466 0.920872 3.99503 -4.64475 -1.61058 1.42
0.125805 0.183818 0.409991 0.422014 0.187842 0.287608 1.33415 1.09169 -0.0955259 -0.258 4.24479 7.08444
0.108661 0.246309 0.549155 0.488646 0.477275 0.33175 1.26594 1.08464 -0.530115 14.6938 0.0765926 0.753267
0.776755 0.325569 0.610308 0.482304 0.0375524 1.72368 1.1514 1.11182 2.00833 0.542585 0.0853509 0.434574
0.531803 0.582083 0.487997 0.544899 0.592922 0.4707 1.01033 1.11467 0.293962 0.959884 2.05518 -0.101651
0.41192 0.405005 0.483726 0.489389 0.561416 0.646742 1.03927 1.03331 -0.844129 2.45744 0.379169 0.204902
0.407507 0.837941 0.424166 0.471102 0.146827 1.02642 0.629856 1.01868 -9.66499 1.67414 -1.53184 -1.27172
0.446621 0.112065 0.6162 0.529346 0.552281 1.17794 1.93 0.868597 0.195652 -3.07404 0.0368428 -1.4273
0.00298243 0.599675 0.45788 0.524325 0.700833 0.461852 0.966358 0.972244 -0.414651 0.696224 1.07628 0.280433
0.221202 0.365744 0.393337 0.474336 0.913223 0.470561 0.638506 1.06715 -8.75087 -6.81294 -0.0549821 2.96454
0.477236 0.690415 0.487823 0.5056 0.203488 1.87998 0.87884 0.916077 -0.701205 0.31309 -2.60055 1.1739
0.0128496 0.767562 0.606183 0.490989 0.210578 0.49431 0.806418 1.02572 2.44581 -1.49459 0.710234 -0.1769
0.742127 0.401813 0.523327 0.511031 0.711842 1.4755 0.820942 1.11186 -4.17912 -1.50732 -12.2557 -0.742065
0.983448 0.392986 0.565066 0.432407 0.0574279 0.960667 1.00295 0.962659 2.14415 -0.23542 0.0158405 1.55429
0.523566 0.287874 0.309743 0.4881 0.867242 1.1629 1.04736 1.08534 15.7784 -0.404523 -1.18131 -0.375621
0.688201 0.348298 0.384815 0.453145 0.0905944 0.960823 0.839183 0.978881 0.173722 0.0657603 15.4818 1.54072
0.548608 0.321735 0.333264 0.480336 1.38985 0.777387 0.472068 1.08457 -0.120113 -1.7411 -40.8027 -1.02105
0.985303 0.491523 0.490107 0.550891 0.278016 1.06119 1.74647 0.954715 11.6526 -0.573018 -1.04866 -6.93259
0.223187 0.766012 0.466739 0.461145 3.60758 1.22959 1.6569 0.830675 0.145027 -0.719284 -4.69402 -0.16885
0.726173 0.302741 0.477223 0.50876 0.447638 0.422689 1.18028 0.956577 0.328265 -2.17106 -4.06364 -1.2049
0.422886 0.372625 0.46727 0.476806 1.48008 0.739492 1.29138 1.02441 0.352534 0.127697 -0.407572 25.9682
0.530641 0.669664 0.495118 0.461256 2.71087 0.12842 0.914486 0.951634 -1.01004 1.73935 -1.19935 -25.5395
0.882767 0.358335 0.53172 0.512286 0.438226 0.428717 1.25848 0.795433 -1.0257 0.584267 -0.21171 1.50029
0.521453 0.289258 0.454023 0.456183 1.26635 1.4207 1.21149 0.953647 -0.559791 0.221835 0.80544 0.957316
0.894331 0.295913 0.496094 0.499767 1.65355 1.86425 0.919657 1.18381 -0.78403 -0.140698 29.8013 -1.38287
0.132048 0.181869 0.512631 0.495095 0.357526 0.046237 1.35547 1.00875 -1.8784 0.732345 -5.07678 -0.192944
0.503877 0.360602 0.341798 0.488633 0.426459 0.365502 1.26638 1.08205 17.3739 2.0958 -1.29206 0.757729
0.816576 0.63231 0.363017 0.530868 0.511634 1.06753 1.61084 1.1139 -0.865625 -5.63264 -1.37033 3.12115
0.622552 0.748784 0.386898 0.502802 1.0523 2.30869 0.365492 1.03081 -1.58626 133.534 0.162673 -7.19389
0.568685 0.649893 0.384909 0.516018 0.286166 0.0682135 1.32816 0.941954 1.92109 3.30736 0.0881714 -0.746712
0.565458 0.608476 0.367443 0.472534 0.105347 0.289048 1.07016 0.920256 1.11812 -7.02332 0.391739 2.57738
0.671879 0.311784 0.449935 0.488918 0.891258 0.689993 0.716919 0.912287 1.12198 0.850655 -1.0708 -0.25885
0.824275 0.277703 0.409773 0.514926 0.645276 1.37348 0.823038 1.09117 -1.51515 1.28279 0.618662 1.44441
0.951024 0.594988 0.37809 0.502738 0.0780651 0.100251 0.64191 0.900177 -19.9245 1.35768 -0.686457 8.54623
0.625253 0.451955 0.569186 0.477388 1.24173 1.28506 0.72946 1.11204 3.79194 -0.36837 -0.222558 1.26405
0.222336 0.421933 0.59882 0.48996 0.195609 0.200016 0.780205 1.11908 -1.53163 4.31934 -0.205328 0.173094
0.793428 0.828923 0.459893 0.499413 0.0024879 1.11047 0.666592 0.979177 -0.645132 0.225524 -1.7995 -1.19843
0.303566 0.411813 0.645563 0.487417 0.224427 0.965625 1.37159 1.10165 1.18435 3.46487 -1.56719 -0.950027
0.749226 0.511018 0.5307 0.471079 0.114052 0.635728 1.26096 1.13685 0.54653 -0.132191 0.107929 0.998589
0.730319 0.608813 0.527649 0.428273 0.0385746 1.18002 0.961365 0.922695 0.578548 0.761724 -1.08116 -0.123974
0.651693 0.52393 0.668772 0.528108 0.01389 0.622238 0.588876 1.16924 3.54523 1.46951 12.6764 -2.76746
0.399598 0.7749 0.53931 0.521609 3.30234 1.30896 1.49555 0.836746 -0.906469 -2.49831 -1.15352 1.33454
0.414723 0.715441 0.533763 0.497476 0.142768 0.360733 0.787357 1.06052 10.7248 1.41891 -0.456147 -2.42312
0.631874 0.414436 0.546599 0.49445 1.451 1.24002 1.16668 0.918389 2.41554 0.538428 1.73057 0.683688
0.992215 0.226778 0.46905 0.473013 0.466922 0.879588 0.90806 1.01444 -6.35354 2.75002 -0.0629698 0.86888
0.413317 0.738583 0.616908 0.495514 1.68773 2.91664 1.26425 1.23835 21.3404 -1.20642 -0.185058 -1.93774
0.91656 0.310993 0.365866 0.471082 0.206775 0.815138 0.901453 0.933826 -0.631504 17.2715 5.59818 -0.166101
0.4683 0.35099 0.547758 0.497289 0.297669 0.949567 1.29512 1.02691 0.147557 -2.05975 -2.23212 11.1597
0.918751 0.437981 0.467847 0.509145 0.0848909 1.05849 0.968927 1.17004 2.07104 0.662811 2.59583 -0.238516
0.618807 0.531272 0.533746 0.493142 0.0612437 0.710389 1.28631 0.957911 -8.11156 -3.17793 -0.202372 -0.592003
0.859159 0.134644 0.436815 0.451208 0.209831 0.801456 1.2238 0.97818 18.8224 1.55379 1.01328 -23.2891
0.316294 0.840912 0.581025 0.521462 0.322226 1.79307 1.28431 0.907665 -1.57007 3.81008 -0.579845 1.4464
0.45056 0.590359 0.479677 0.496699 0.138677 1.15832 1.42032 0.866438 0.86844 -0.00644213 0.389823 0.550887
0.0557241 0.727602 0.561458 0.487026 1.56425 1.02031 1.13635 1.08433 -0.440383 -0.081121 0.0857659 9.09125
0.372485 0.940927 0.575754 0.522235 0.413749 0.55563 0.88158 1.03871 0.843082 5.10231 0.0826142 -0.986255
0.818848 0.642093 0.529304 0.508006 0.582482 2.14551 1.4803 0.976009 -0.0647109 -29.7173 -0.487085 -0.433803
0.830733 0.657563 0.513954 0.447506 1.34414 1.84105 1.98325 1.0556 1.00212 -0.425866 -1.53662 1.51384
0.46032 0.392421 0.463185 0.424772 0.163828 1.61563 0.846854 1.06692 0.899482 0.513226 0.572171 -0.26694
0.98098 0.755756 0.571355 0.495502 0.842999 0.755556 0.752426 1.07081 -4.47362 19.0414 1.896 0.774456
0.634416 0.59861 0.486875 0.461216 0.011659 0.590983 0.717874 0.960589 -0.614078 -2.83705 -0.547438 0.926192
0.0691424 0.31533 0.584915 0.519237 0.721858 0.396783 1.38119 1.00762 1.51059 -3.07928 1.01158 -4.61661
0.458362 0.526396 0.525745 0.491559 0.714384 0.891278 1.00208 0.881777 0.0422799 2.13361 -2.51165 0.766701
0.225767 0.435701 0.429745 0.463471 1.16965 0.285948 0.571763 1.00628 2.69735 1.44714 -0.0458024 0.0721181
0.241428 0.394891 0.540706 0.549171 1.56019 1.03165 0.916028 0.836826 0.337342 1.6799 -0.367695 -44.8735
0.35414 0.355347 0.631122 0.48687 1.39046 1.23332 0.739129 1.12657 0.990144 -0.1879 -0.569906 -0.110191
0.133314 0.614497 0.451853 0.506194 1.05552 0.348437 0.476745 0.879209 -2.54973 1.15966 4.51453 4.8594
0.239747 0.550464 0.51866 0.492878 1.50056 1.7579 1.04723 0.99748 0.0686281 2.30356 -5.95801 1.31441
0.955378 0.136662 0.540723 0.490463 0.0341967 3.23969 0.802297 0.896719 -0.485937 -0.824727 -0.490591 -0.234464
0.718886 0.716354 0.653239 0.488231 0.137909 3.09415 1.21719 1.09016 0.731745 -0.256449 0.754583 0.8206
0.687109 0.508317 0.61863 0.454128 0.698822 0.685389 0.841535 1.12955 6.47735 -0.493946 -1.67881 -2.65587
0.458022 0.552038 0.441719 0.512965 2.14364 0.890238 0.892151 0.974447 -3.16196 3.55117 -4.50784 -0.603284
0.851846 0.53914 0.419137 0.493672 4.09196 2.49435 0.889855 0.950703 0.258134 -0.188903 -0.58359 0.913495
0.644556 0.378388 0.495274 0.499972 1.79456 1.35109 1.87186 0.997607 2.75995 -1.16133 1.70212 3.81532
0.539069 0.296288 0.49074 0.50227 0.10429 0.130211 1.18361 0.975202 -14.8621 0.530284 0.0252002 3.55199
0.873606 0.551288 0.58017 0.497417 1.36515 0.709806 1.03592 1.14689 -1.05586 0.478514 5.29739 -11.124
0.374719 0.588327 0.591198 0.478369 0.557627 1.80386 1.28423 0.817282 -1.10979 -0.838115 -15.0004 -0.855226
0.875487 0.413099 0.43661 0.510818 0.311479 0.83814 1.09879 0.927589 -0.10868 0.826515 -4.40864 2.81407
0.367 0.0800341 0.528892 0.46332 0.156145 0.949481 1.34885 0.986654 -0.0623288 -0.833757 -0.385502 0.753203
0.988274 0.434303 0.425271 0.491673 1.95559 1.16738 1.59983 1.23052 -1.22524 -0.228169 -6.38904 -4.97449
0.797496 0.383649 0.362702 0.508849 0.889553 1.40864 1.03109 0.961408 -6.20617 1.09444 -1.19782 -0.213799
0.518897 0.582606 0.39771 0.486349 0.509813 0.840333 1.1634 0.905944 3.71697 -0.793171 -0.51011 9.03921
0.257576 0.340501 0.461174 0.499862 0.263625 1.69426 1.20913 1.12797 -12.0783 -0.59182 -0.418284 1.68756
0.534436 0.497518 0.614348 0.495618 0.96769 0.285885 0.782244 0.896097 0.352232 -5.05398 1.13215 4.88583
0.668205 0.911115 0.4185 0.45905 0.976678 0.617631 1.07424 0.975449 1.76056 0.350622 0.752588 0.436846
0.0685163 0.855612 0.496965 0.4976 2.03048 0.934446 1.23639 0.888337 -4.02843 1.8651 -250.816 -0.25813
0.244511 0.316769 0.702041 0.541536 0.202855 0.2901 1.12741 0.923269 -0.837125 -2.10456 -5.67788 -0.458998
0.736179 0.179998 0.526691 0.507783 0.866564 0.0862153 1.08469 1.05793 0.386384 -2.75609 -1.32832 31.5702
0.895468 0.489452 0.418675 0.496155 0.819792 1.5472 1.05257 1.08158 1.55257 -0.229309 -0.160467 2.30461
0.0480694 0.324154 0.472662 0.505464 1.03694 2.05387 0.81716 0.940612 -1.13925 0.809467 -0.175158 -0.706081
0.484439 0.318765 0.440748 0.515375 0.472854 1.00233 0.916937 1.06129 -0.86386 -0.415444 2.93789 0.588404
0.322453 0.179129 0.67859 0.53069 0.403905 1.80926 1.06295 1.00316 -1.21805 0.273645 -3.83009 4.91445
0.433555 0.643797 0.545272 0.470706 2.89391 1.06098 0.835005 0.752723 -5.28511 -6.20321 -1.38395 -2.8307
0.893945 0.45669 0.582958 0.532806 1.02469 1.3426 0.411185 0.928307 -10.0922 8.75944 -0.504651 -1.20101
0.533119 0.750087 0.51894 0.525728 1.49305 1.14592 1.12078 0.948397 -4.7174 3.11661 -1.09408 -0.841943
0.595369 0.0450749 0.30414 0.495522 1.94944 1.01401 0.830554 0.904386 0.616312 16.5264 -0.488384 -5.58599
0.525667 0.571304 0.494984 0.484877 0.653921 0.260321 0.861669 0.884477 -3.159 -2.22966 -2.62544 -35.4767
0.0198311 0.549906 0.636078 0.532528 0.941193 0.70799 0.792386 0.974442 -0.595987 1.84665 -0.0951241 0.456714
0.487828 0.739 0.429954 0.484368 2.11454 0.699451 0.997779 1.13548 -0.225919 -0.773677 -0.157053 -4.58522
0.890495 0.490268 0.381712 0.462403 1.97357 1.01041 1.85399 1.03864 1.58601 3.81248 0.742843 -0.0627492
0.313536 0.361966 0.487319 0.522107 0.255825 1.53414 1.17301 0.99745 -27.9146 -12.4091 1.42244 1.7898
0.918999 0.216879 0.538075 0.516076 0.160005 4.06007 1.52067 1.07402 0.368362 -0.222492 -0.110687 0.0613325
0.974194 0.386982 0.566528 0.49413 0.162154 1.50966 1.39461 1.05053 0.35106 0.0990616 -8.40729 1.8013
0.94904 0.790885 0.464403 0.502868 2.97924 0.424999 0.91402 0.940512 0.323684 1.73357 -6.48724 -3.14948
0.183151 0.729873 0.651011 0.527947 0.79021 2.13472 0.777116 1.06998 0.903599 0.135408 0.910511 -2.40836
0.00801068 0.28482 0.469488 0.514177 5.52825 0.732434 1.18347 1.00247 0.0749513 0.740206 -0.172787 -1.22872
0.364247 0.280244 0.697939 0.49407 1.0553 1.11973 0.743781 1.14762 -0.274053 -2.49881 0.419916 2.09095
0.665188 0.903139 0.433029 0.473209 0.454637 0.297575 1.20941 1.00196 3.54523 -0.836947 -0.0145965 -0.677456
0.574799 0.511475 0.474099 0.462966 1.68725 0.824364 1.52375 0.890259 -5.15876 -1.73224 3.37861 0.592524
0.700852 0.520692 0.545479 0.478554 0.341486 0.628136 0.850624 0.904274 -4.11311 1.50414 1.9685 0.030994
0.473035 0.417908 0.563522 0.496468 1.4377 0.980447 0.850086 1.07812 -0.962276 -0.360283 -4.09015 6.98544
